#depth cm	Temp K	Htot erg/cm3/s	Ctot erg/cm3/s	cool fracs
5.00000e-01	1.4125e+08	1.4367e-31	3.1404e-23	FF c 0.0	0.9118971	eeff 0.0	0.0298691	ISclinHeFe 25.0	0.0122121	ISclinH Fe 25.0	0.0087123	IScionH Fe 25.0	0.0062515 
5.00000e-01	1.5849e+08	1.1304e-31	3.3085e-23	FF c 0.0	0.9161952	eeff 0.0	0.0337797	ISclinHeFe 25.0	0.0089858	ISclinH Fe 25.0	0.0077589	IScionH Fe 25.0	0.0061063 
5.00000e-01	1.7783e+08	8.8401e-32	3.4922e-23	FF c 0.0	0.9190103	eeff 0.0	0.0381389	ISclinH Fe 25.0	0.0067444	ISclinHeFe 25.0	0.0065051	IScionH Fe 25.0	0.0057953 
5.00000e-01	1.9953e+08	6.8843e-32	3.6936e-23	FF c 0.0	0.9203629	eeff 0.0	0.0429880	ISclinH Fe 25.0	0.0057481	IScionH Fe 25.0	0.0053696	ISrcolH Fe 25.0	0.0052563 
5.00000e-01	2.2387e+08	5.3479e-32	3.9144e-23	FF c 0.0	0.9202970	eeff 0.0	0.0483755	ISrcolH Fe 25.0	0.0052285	IScionH Fe 25.0	0.0048769	ISclinH Fe 25.0	0.0048217 
5.00000e-01	2.5119e+08	4.1495e-32	4.1567e-23	FF c 0.0	0.9188666	eeff 0.0	0.0543553	ISrcolH Fe 25.0	0.0051100	IScionH Fe 25.0	0.0043559	ISclinH Fe 25.0	0.0039930 
5.00000e-01	2.8184e+08	3.2190e-32	4.4226e-23	FF c 0.0	0.9161064	eeff 0.0	0.0609939	ISrcolH Fe 25.0	0.0049239	IScionH Fe 25.0	0.0038365	ISclinH Fe 25.0	0.0032725 
5.00000e-01	3.1623e+08	2.4987e-32	4.7155e-23	FF c 0.0	0.9120659	eeff 0.0	0.0683472	ISrcolH Fe 25.0	0.0046838	IScionH Fe 25.0	0.0033382	ISclinH Fe 25.0	0.0026588 
5.00000e-01	3.5481e+08	1.9417e-32	5.0390e-23	FF c 0.0	0.9067668	eeff 0.0	0.0764811	ISrcolH Fe 25.0	0.0044048	IScionH Fe 25.0	0.0028737	ISclinH Fe 25.0	0.0021440 
5.00000e-01	3.9811e+08	1.5113e-32	5.3977e-23	FF c 0.0	0.9002116	eeff 0.0	0.0854654	ISrcolH Fe 25.0	0.0041000	IScionH Fe 25.0	0.0024505	ISclinH Fe 25.0	0.0017177 
5.00000e-01	4.4668e+08	1.1787e-32	5.7957e-23	FF c 0.0	0.8923702	eeff 0.0	0.0953890	ISrcolH Fe 25.0	0.0037814	IScionH Fe 25.0	0.0020720	ISclinH Fe 25.0	0.0013684 
5.00000e-01	5.0119e+08	9.2129e-33	6.2405e-23	FF c 0.0	0.8832494	eeff 0.0	0.1063060	ISrcolH Fe 25.0	0.0034569	IScionH Fe 25.0	0.0017379	ISclinH Fe 25.0	0.0010842 
5.00000e-01	5.6234e+08	7.2197e-33	6.7405e-23	FF c 0.0	0.8728217	eeff 0.0	0.1182799	ISrcolH Fe 25.0	0.0031339	IScionH Fe 25.0	0.0014465	ISclinH Fe 25.0	0.0008544 
5.00000e-01	6.3096e+08	5.6737e-33	7.3055e-23	FF c 0.0	0.8610668	eeff 0.0	0.1313702	ISrcolH Fe 25.0	0.0028181	IScionH Fe 25.0	0.0011950	ISclinH Fe 25.0	0.0006697 
5.00000e-01	7.0795e+08	4.4732e-33	7.9460e-23	FF c 0.0	0.8479401	eeff 0.0	0.1456496	ISrcolH Fe 25.0	0.0025143	IScionH Fe 25.0	0.0009801	ISclinH Fe 25.0	0.0005222 
5.00000e-01	7.9433e+08	3.5397e-33	8.6786e-23	FF c 0.0	0.8334624	eeff 0.0	0.1611232	ISrcolH Fe 25.0	0.0022254	IScionH Fe 25.0	0.0007979	ISclinH Fe 25.0	0.0004049 
5.00000e-01	8.9125e+08	2.8126e-33	9.5216e-23	FF c 0.0	0.8176523	eeff 0.0	0.1777928	ISrcolH Fe 25.0	0.0019538	IScionH Fe 25.0	0.0006448	ISclinH Fe 25.0	0.0003121 
5.00000e-01	1.0000e+09	2.2457e-33	1.0498e-22	FF c 0.0	0.8005548	eeff 0.0	0.1956309	ISrcolH Fe 25.0	0.0017014	IScionH Fe 25.0	0.0005171	ISclinH Fe 25.0	0.0002391 
